seed,system,rho,execution_status,H_bits,m_bits,consumer_value,comparator_value,class_benefit,observed_benefit,eligible_mass,eligible_reward_drop,no_op_fraction,collapsed,expected_control_diagnostic,error
5715234090722304,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
8043276488878416,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8043276488878416,learned,0.25,evaluated,0.75,0.75,1.0,0.6250000000000001,0.375,0.3749999999999999,0.75,1.0,0.0,False,,
8043276488878416,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
8043276488878416,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
8043276488878416,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
5493137066848468,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5493137066848468,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
5493137066848468,learned,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,,
5493137066848468,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
5493137066848468,learned,1,evaluated,0.0,0.0,1.0,1.0,-1.1102230246251565e-16,0.0,0.0,,,False,,
5722911223097290,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5722911223097290,learned,0.25,evaluated,0.75,0.75,1.0,0.6250000000000001,0.375,0.3749999999999999,0.75,1.0,0.0,False,,
5722911223097290,learned,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,,
5722911223097290,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
5722911223097290,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
8091329465763644,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8091329465763644,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
8091329465763644,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
8091329465763644,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
8091329465763644,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
8785937066158564,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8785937066158564,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
8785937066158564,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
8785937066158564,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
8785937066158564,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,True,,
8336954698201394,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8336954698201394,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
8336954698201394,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
8336954698201394,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
8336954698201394,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
6200393380417407,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6200393380417407,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
6200393380417407,learned,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,,
6200393380417407,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
6200393380417407,learned,1,evaluated,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,,,False,,
8092181021544952,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8092181021544952,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
8092181021544952,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
8092181021544952,learned,0.75,evaluated,0.25,0.25,1.0,0.8750000000000001,0.125,0.12499999999999989,0.25,1.0,0.0,False,,
8092181021544952,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
5449837502654621,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5449837502654621,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
5449837502654621,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
5449837502654621,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
5449837502654621,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
6746412394737936,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6746412394737936,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
6746412394737936,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
6746412394737936,learned,0.75,evaluated,0.25,0.25,1.0,0.8750000000000001,0.125,0.12499999999999989,0.25,1.0,0.0,False,,
6746412394737936,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
7332115690241677,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7332115690241677,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7332115690241677,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
7332115690241677,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
7332115690241677,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
7277311281215479,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7277311281215479,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7277311281215479,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
7277311281215479,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
7277311281215479,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
8994117894674010,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8994117894674010,learned,0.25,evaluated,0.75,0.75,1.0,0.6249999999999999,0.375,0.3750000000000001,0.75,1.0,0.0,False,,
8994117894674010,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
8994117894674010,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
8994117894674010,learned,1,evaluated,0.0,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,,,False,,
7770920191232852,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7770920191232852,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7770920191232852,learned,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,,
7770920191232852,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
7770920191232852,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,True,,
5943127109914898,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5943127109914898,learned,0.25,evaluated,0.75,0.75,1.0,0.6249999999999999,0.375,0.3750000000000001,0.75,1.0,0.0,False,,
5943127109914898,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
5943127109914898,learned,0.75,evaluated,0.25,0.25,1.0,0.8750000000000001,0.125,0.12499999999999989,0.25,1.0,0.0,False,,
5943127109914898,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
4696976784094615,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
4696976784094615,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
4696976784094615,learned,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,,
4696976784094615,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
4696976784094615,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
5829194700104408,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5829194700104408,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
5829194700104408,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
5829194700104408,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
5829194700104408,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
4605880942018644,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
4605880942018644,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
4605880942018644,learned,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,,
4605880942018644,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
4605880942018644,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
6508771656368819,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6508771656368819,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
6508771656368819,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
6508771656368819,learned,0.75,evaluated,0.25,0.25,1.0,0.8750000000000001,0.125,0.12499999999999989,0.25,1.0,0.0,False,,
6508771656368819,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
7069838543709154,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7069838543709154,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7069838543709154,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
7069838543709154,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
7069838543709154,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
7345837512639296,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7345837512639296,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7345837512639296,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
7345837512639296,learned,0.75,evaluated,0.25,0.25,1.0,0.8750000000000001,0.125,0.12499999999999989,0.25,1.0,0.0,False,,
7345837512639296,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
6325969686110776,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6325969686110776,learned,0.25,evaluated,0.75,0.75,1.0,0.6250000000000001,0.375,0.3749999999999999,0.75,1.0,0.0,False,,
6325969686110776,learned,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,,
6325969686110776,learned,0.75,evaluated,0.25,0.25,1.0,0.8750000000000001,0.125,0.12499999999999989,0.25,1.0,0.0,False,,
6325969686110776,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
7838619259290720,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7838619259290720,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7838619259290720,learned,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,,
7838619259290720,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
7838619259290720,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
7012711611168942,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7012711611168942,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7012711611168942,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
7012711611168942,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
7012711611168942,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
5365287010037329,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5365287010037329,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
5365287010037329,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
5365287010037329,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
5365287010037329,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
5365444157597157,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5365444157597157,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
5365444157597157,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
5365444157597157,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
5365444157597157,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
6001223018722123,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6001223018722123,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
6001223018722123,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
6001223018722123,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
6001223018722123,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
8619751047971987,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8619751047971987,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
8619751047971987,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
8619751047971987,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
8619751047971987,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
5457477550572419,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5457477550572419,learned,0.25,evaluated,0.75,0.75,1.0,0.6250000000000001,0.375,0.3749999999999999,0.75,1.0,0.0,False,,
5457477550572419,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
5457477550572419,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
5457477550572419,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
4654633649782516,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
4654633649782516,learned,0.25,evaluated,0.75,0.75,1.0,0.6249999999999999,0.375,0.3750000000000001,0.75,1.0,0.0,False,,
4654633649782516,learned,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,,
4654633649782516,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
4654633649782516,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
7249946721753931,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7249946721753931,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7249946721753931,learned,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,,
7249946721753931,learned,0.75,evaluated,0.25,0.25,1.0,0.8750000000000001,0.125,0.12499999999999989,0.25,1.0,0.0,False,,
7249946721753931,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,True,,
5087570748890409,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5087570748890409,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
5087570748890409,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
5087570748890409,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
5087570748890409,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
8856299467146934,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8856299467146934,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
8856299467146934,learned,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,,
8856299467146934,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
8856299467146934,learned,1,evaluated,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,,,False,,
8991890538260978,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8991890538260978,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
8991890538260978,learned,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,,
8991890538260978,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
8991890538260978,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,True,,
6617319835029857,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6617319835029857,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
6617319835029857,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
6617319835029857,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
6617319835029857,learned,1,evaluated,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,0.0,0.0,,,False,,
7560358128876182,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7560358128876182,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7560358128876182,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
7560358128876182,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
7560358128876182,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
7854113503392730,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
7854113503392730,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
7854113503392730,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
7854113503392730,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
7854113503392730,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
4525590732621207,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
4525590732621207,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
4525590732621207,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
4525590732621207,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
4525590732621207,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
8913919776434873,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8913919776434873,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
8913919776434873,learned,0.5,evaluated,0.5,0.5,1.0,0.7499999999999999,0.25,0.2500000000000001,0.5,1.0,0.0,False,,
8913919776434873,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
8913919776434873,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
5428602983823627,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5428602983823627,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
5428602983823627,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
5428602983823627,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
5428602983823627,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
6348304280020942,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6348304280020942,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
6348304280020942,learned,0.5,evaluated,0.5,0.5,1.0,0.7500000000000001,0.25,0.2499999999999999,0.5,1.0,0.0,False,,
6348304280020942,learned,0.75,evaluated,0.25,0.25,1.0,0.8749999999999999,0.125,0.1250000000000001,0.25,1.0,0.0,False,,
6348304280020942,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
5175438790908542,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
5175438790908542,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
5175438790908542,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
5175438790908542,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
5175438790908542,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
6208745084770564,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6208745084770564,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
6208745084770564,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
6208745084770564,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
6208745084770564,learned,1,evaluated,0.0,0.0,1.0,1.0,-1.1102230246251565e-16,0.0,0.0,,,False,,
6619480709064998,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6619480709064998,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
6619480709064998,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
6619480709064998,learned,0.75,evaluated,0.25,0.25,1.0,0.8750000000000001,0.125,0.12499999999999989,0.25,1.0,0.0,False,,
6619480709064998,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,True,,
4506739759613900,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
4506739759613900,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
4506739759613900,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
4506739759613900,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
4506739759613900,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
8455411264749547,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
8455411264749547,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
8455411264749547,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
8455411264749547,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
8455411264749547,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
6055758471880065,learned,0,evaluated,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,False,,
6055758471880065,learned,0.25,evaluated,0.75,0.75,1.0,0.625,0.375,0.375,0.75,1.0,0.0,False,,
6055758471880065,learned,0.5,evaluated,0.5,0.5,1.0,0.75,0.25,0.25,0.5,1.0,0.0,False,,
6055758471880065,learned,0.75,evaluated,0.25,0.25,1.0,0.875,0.125,0.125,0.25,1.0,0.0,False,,
6055758471880065,learned,1,evaluated,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,False,,
